datetime,symbol,contract_month,session,open,high,low,close,volume,open_interest
2015-03-19,MTX,201504,regular,9737.0,9769.0,9707.0,9767.0,53673.0,25629.0
2015-03-20,MTX,201504,regular,9741.0,9769.0,9733.0,9758.0,37124.0,24768.0
2015-03-23,MTX,201504,regular,9759.0,9770.0,9726.0,9750.0,38440.0,25439.0
2015-03-24,MTX,201504,regular,9728.0,9754.0,9696.0,9719.0,48988.0,24033.0
2015-03-25,MTX,201504,regular,9720.0,9730.0,9673.0,9688.0,49428.0,22209.0
2015-03-26,MTX,201504,regular,9590.0,9635.0,9568.0,9611.0,59255.0,19930.0
2015-03-27,MTX,201504,regular,9611.0,9627.0,9525.0,9542.0,65490.0,22996.0
2015-03-30,MTX,201504,regular,9511.0,9562.0,9510.0,9556.0,45075.0,22810.0
2015-03-31,MTX,201504,regular,9602.0,9610.0,9544.0,9583.0,55325.0,22585.0
2015-04-01,MTX,201504,regular,9545.0,9552.0,9487.0,9507.0,56597.0,21903.0
2015-04-02,MTX,201504,regular,9535.0,9630.0,9534.0,9616.0,61497.0,19746.0
2015-04-07,MTX,201504,regular,9650.0,9660.0,9611.0,9629.0,38721.0,20141.0
2015-04-08,MTX,201504,regular,9630.0,9635.0,9558.0,9570.0,51377.0,19186.0
2015-04-09,MTX,201504,regular,9576.0,9675.0,9563.0,9572.0,84039.0,17742.0
2015-04-10,MTX,201504,regular,9625.0,9665.0,9591.0,9633.0,69412.0,16809.0
2015-04-13,MTX,201504,regular,9670.0,9683.0,9633.0,9657.0,41237.0,16059.0
2015-04-14,MTX,201504,regular,9641.0,9673.0,9626.0,9645.0,37213.0,13343.0
2015-04-15,MTX,201504,regular,9628.0,9655.0,9507.0,9520.0,39098.0,6520.0
2015-04-16,MTX,201505,regular,9560.0,9648.0,9548.0,9646.0,67101.0,21886.0
2015-04-17,MTX,201505,regular,9619.0,9630.0,9568.0,9582.0,60534.0,22058.0
2015-04-20,MTX,201505,regular,9526.0,9583.0,9506.0,9565.0,67883.0,23220.0
2015-04-21,MTX,201505,regular,9588.0,9613.0,9534.0,9556.0,60272.0,24869.0
2015-04-22,MTX,201505,regular,9558.0,9636.0,9557.0,9614.0,71220.0,22178.0
2015-04-23,MTX,201505,regular,9657.0,9853.0,9652.0,9838.0,96994.0,26968.0
2015-04-24,MTX,201505,regular,9880.0,9999.0,9861.0,9920.0,108205.0,28296.0
2015-04-27,MTX,201505,regular,9952.0,10031.0,9946.0,10020.0,73673.0,29931.0
2015-04-28,MTX,201505,regular,10022.0,10032.0,9963.0,9989.0,56209.0,30668.0
2015-04-29,MTX,201505,regular,9976.0,10023.0,9882.0,9906.0,88748.0,27045.0
2015-04-30,MTX,201505,regular,9900.0,9930.0,9857.0,9875.0,70898.0,28473.0
2015-05-04,MTX,201505,regular,9898.0,9911.0,9825.0,9885.0,65563.0,29948.0
2015-05-05,MTX,201505,regular,9870.0,9878.0,9815.0,9847.0,58412.0,32203.0
2015-05-06,MTX,201505,regular,9797.0,9865.0,9763.0,9849.0,67126.0,33971.0
2015-05-07,MTX,201505,regular,9790.0,9808.0,9745.0,9751.0,63974.0,30801.0
2015-05-08,MTX,201505,regular,9769.0,9783.0,9713.0,9718.0,48263.0,31256.0
2015-05-11,MTX,201505,regular,9798.0,9815.0,9658.0,9723.0,86041.0,33614.0
2015-05-12,MTX,201505,regular,9706.0,9748.0,9672.0,9707.0,58902.0,33641.0
2015-05-13,MTX,201505,regular,9712.0,9775.0,9697.0,9739.0,63624.0,29408.0
2015-05-14,MTX,201505,regular,9736.0,9740.0,9599.0,9604.0,75860.0,33126.0
2015-05-15,MTX,201505,regular,9637.0,9643.0,9541.0,9576.0,69466.0,30360.0
2015-05-18,MTX,201505,regular,9613.0,9614.0,9551.0,9600.0,46904.0,28609.0
2015-05-19,MTX,201505,regular,9613.0,9722.0,9602.0,9703.0,57452.0,22121.0
2015-05-20,MTX,201505,regular,9701.0,9726.0,9656.0,9668.0,34756.0,6232.0
2015-05-21,MTX,201506,regular,9649.0,9650.0,9514.0,9541.0,73345.0,32600.0
2015-05-22,MTX,201506,regular,9559.0,9649.0,9546.0,9627.0,71394.0,29524.0
2015-05-25,MTX,201506,regular,9605.0,9640.0,9550.0,9631.0,62725.0,30537.0
2015-05-26,MTX,201506,regular,9612.0,9725.0,9606.0,9660.0,73325.0,31033.0
2015-05-27,MTX,201506,regular,9608.0,9698.0,9600.0,9661.0,67372.0,29222.0
2015-05-28,MTX,201506,regular,9710.0,9750.0,9683.0,9730.0,69121.0,29869.0
2015-05-29,MTX,201506,regular,9736.0,9764.0,9688.0,9703.0,60863.0,29640.0
2015-06-01,MTX,201506,regular,9667.0,9712.0,9602.0,9631.0,71815.0,31763.0
2015-06-02,MTX,201506,regular,9592.0,9640.0,9565.0,9605.0,61014.0,32336.0
2015-06-03,MTX,201506,regular,9635.0,9646.0,9535.0,9548.0,69156.0,31955.0
2015-06-04,MTX,201506,regular,9533.0,9554.0,9300.0,9310.0,107079.0,32565.0
2015-06-05,MTX,201506,regular,9321.0,9347.0,9268.0,9309.0,75988.0,31354.0
2015-06-08,MTX,201506,regular,9310.0,9403.0,9236.0,9350.0,85419.0,31127.0
2015-06-09,MTX,201506,regular,9300.0,9346.0,9201.0,9237.0,88592.0,32054.0
2015-06-10,MTX,201506,regular,9256.0,9328.0,9253.0,9287.0,72860.0,28553.0
2015-06-11,MTX,201506,regular,9332.0,9333.0,9224.0,9286.0,80254.0,28041.0
2015-06-12,MTX,201506,regular,9277.0,9314.0,9231.0,9267.0,64463.0,27769.0
2015-06-15,MTX,201506,regular,9268.0,9318.0,9220.0,9245.0,62813.0,24970.0
2015-06-16,MTX,201506,regular,9245.0,9258.0,9164.0,9215.0,58862.0,20969.0
2015-06-17,MTX,201506,regular,9217.0,9236.0,9177.0,9180.0,34706.0,13169.0
2015-06-18,MTX,201507,regular,9046.0,9077.0,9011.0,9049.0,62066.0,23438.0
2015-06-22,MTX,201507,regular,9100.0,9202.0,9099.0,9180.0,64476.0,21251.0
2015-06-23,MTX,201507,regular,9223.0,9267.0,9208.0,9232.0,65874.0,20794.0
2015-06-24,MTX,201507,regular,9213.0,9248.0,9192.0,9247.0,50615.0,18787.0
2015-06-25,MTX,201507,regular,9265.0,9370.0,9263.0,9343.0,79484.0,21065.0
2015-06-26,MTX,201507,regular,9345.0,9346.0,9300.0,9324.0,45689.0,20715.0
2015-06-29,MTX,201507,regular,9201.0,9223.0,9109.0,9138.0,77775.0,21038.0
2015-06-30,MTX,201507,regular,9144.0,9217.0,9125.0,9211.0,62083.0,21329.0
2015-07-01,MTX,201507,regular,9188.0,9318.0,9185.0,9292.0,72217.0,19317.0
2015-07-02,MTX,201507,regular,9302.0,9324.0,9260.0,9276.0,56356.0,18910.0
2015-07-03,MTX,201507,regular,9257.0,9308.0,9171.0,9308.0,88155.0,18834.0
2015-07-06,MTX,201507,regular,9239.0,9296.0,9182.0,9201.0,81945.0,20923.0
2015-07-07,MTX,201507,regular,9258.0,9302.0,9211.0,9245.0,83277.0,19655.0
2015-07-08,MTX,201507,regular,9214.0,9214.0,8911.0,8945.0,124391.0,22439.0
2015-07-09,MTX,201507,regular,8802.0,8939.0,8723.0,8876.0,120830.0,20341.0
2015-07-13,MTX,201507,regular,8942.0,9004.0,8902.0,8992.0,85230.0,16475.0
2015-07-14,MTX,201507,regular,9047.0,9084.0,8981.0,8984.0,67789.0,13209.0
2015-07-15,MTX,201507,regular,9039.0,9078.0,8989.0,9030.0,48174.0,7844.0
2015-07-16,MTX,201508,regular,8933.0,8982.0,8900.0,8918.0,88700.0,18075.0
2015-07-17,MTX,201508,regular,8910.0,8935.0,8870.0,8912.0,79081.0,18943.0
2015-07-20,MTX,201508,regular,8963.0,9026.0,8805.0,8850.0,102964.0,22417.0
2015-07-21,MTX,201508,regular,8881.0,8940.0,8816.0,8937.0,85876.0,21546.0
2015-07-22,MTX,201508,regular,8886.0,8887.0,8795.0,8810.0,90146.0,22344.0
2015-07-23,MTX,201508,regular,8780.0,8822.0,8670.0,8752.0,115581.0,25848.0
2015-07-24,MTX,201508,regular,8713.0,8740.0,8653.0,8683.0,82401.0,27840.0
2015-07-27,MTX,201508,regular,8638.0,8670.0,8493.0,8524.0,109174.0,29279.0
2015-07-28,MTX,201508,regular,8500.0,8590.0,8480.0,8541.0,94792.0,29973.0
2015-07-29,MTX,201508,regular,8536.0,8548.0,8439.0,8486.0,97419.0,28065.0
2015-07-30,MTX,201508,regular,8523.0,8632.0,8510.0,8610.0,96825.0,24067.0
2015-07-31,MTX,201508,regular,8598.0,8606.0,8508.0,8575.0,94948.0,23949.0
2015-08-03,MTX,201508,regular,8548.0,8548.0,8400.0,8455.0,92482.0,25969.0
2015-08-04,MTX,201508,regular,8483.0,8552.0,8416.0,8461.0,112748.0,26162.0
2015-08-05,MTX,201508,regular,8500.0,8547.0,8447.0,8524.0,95083.0,24645.0
2015-08-06,MTX,201508,regular,8538.0,8579.0,8366.0,8390.0,117773.0,29937.0
2015-08-07,MTX,201508,regular,8355.0,8422.0,8311.0,8391.0,103597.0,27278.0
2015-08-10,MTX,201508,regular,8402.0,8461.0,8345.0,8445.0,95956.0,27533.0
2015-08-11,MTX,201508,regular,8505.0,8555.0,8358.0,8358.0,115266.0,29547.0
2015-08-12,MTX,201508,regular,8362.0,8390.0,8242.0,8301.0,108867.0,24946.0
2015-08-13,MTX,201508,regular,8347.0,8364.0,8275.0,8309.0,96002.0,24910.0
2015-08-14,MTX,201508,regular,8263.0,8333.0,8262.0,8330.0,67398.0,23730.0
2015-08-17,MTX,201508,regular,8332.0,8333.0,8224.0,8239.0,68264.0,23530.0
2015-08-18,MTX,201508,regular,8236.0,8276.0,8161.0,8172.0,68089.0,18502.0
2015-08-19,MTX,201508,regular,8184.0,8184.0,7993.0,8001.0,59572.0,7996.0
2015-08-20,MTX,201509,regular,7950.0,8040.0,7898.0,7973.0,127370.0,24311.0
2015-08-21,MTX,201509,regular,7869.0,7887.0,7739.0,7747.0,109718.0,26695.0
2015-08-24,MTX,201509,regular,7600.0,7676.0,7000.0,7345.0,233376.0,26006.0
2015-08-25,MTX,201509,regular,7401.0,7607.0,7317.0,7576.0,152343.0,27425.0
2015-08-26,MTX,201509,regular,7516.0,7678.0,7432.0,7609.0,152792.0,19981.0
2015-08-27,MTX,201509,regular,7660.0,7728.0,7631.0,7681.0,122856.0,21140.0
2015-08-28,MTX,201509,regular,7808.0,7901.0,7791.0,7873.0,120404.0,23533.0
2015-08-31,MTX,201509,regular,7835.0,8033.0,7803.0,7970.0,104144.0,26987.0
2015-09-01,MTX,201509,regular,7908.0,7964.0,7803.0,7830.0,124004.0,26895.0
2015-09-02,MTX,201509,regular,7760.0,7997.0,7760.0,7942.0,137344.0,21233.0
2015-09-03,MTX,201509,regular,7971.0,8003.0,7874.0,7977.0,116841.0,21526.0
2015-09-04,MTX,201509,regular,7929.0,8039.0,7872.0,7891.0,138114.0,21406.0
2015-09-07,MTX,201509,regular,7851.0,8007.0,7843.0,7930.0,129213.0,23406.0
2015-09-08,MTX,201509,regular,7930.0,7979.0,7880.0,7973.0,99772.0,25367.0
2015-09-09,MTX,201509,regular,8116.0,8340.0,8103.0,8335.0,118553.0,25159.0
2015-09-10,MTX,201509,regular,8235.0,8292.0,8192.0,8269.0,95214.0,22345.0
2015-09-11,MTX,201509,regular,8225.0,8295.0,8202.0,8268.0,83991.0,22287.0
2015-09-14,MTX,201509,regular,8316.0,8338.0,8210.0,8275.0,93992.0,20529.0
2015-09-15,MTX,201509,regular,8299.0,8332.0,8230.0,8237.0,81925.0,18479.0
2015-09-16,MTX,201509,regular,8308.0,8357.0,8270.0,8319.0,54195.0,6810.0
2015-09-17,MTX,201510,regular,8365.0,8477.0,8365.0,8444.0,101908.0,19578.0
2015-09-18,MTX,201510,regular,8412.0,8459.0,8383.0,8440.0,87145.0,19714.0
2015-09-21,MTX,201510,regular,8328.0,8335.0,8233.0,8268.0,92230.0,19639.0
2015-09-22,MTX,201510,regular,8296.0,8340.0,8276.0,8334.0,71120.0,21244.0
2015-09-23,MTX,201510,regular,8241.0,8250.0,8136.0,8140.0,96832.0,18650.0
2015-09-24,MTX,201510,regular,8182.0,8219.0,8048.0,8092.0,113903.0,18535.0
2015-09-25,MTX,201510,regular,8141.0,8152.0,8033.0,8125.0,120345.0,18598.0
2015-09-30,MTX,201510,regular,8024.0,8177.0,7982.0,8137.0,116772.0,20494.0
2015-10-01,MTX,201510,regular,8180.0,8328.0,8115.0,8308.0,125909.0,25409.0
2015-10-02,MTX,201510,regular,8282.0,8319.0,8255.0,8276.0,76992.0,24096.0
2015-10-05,MTX,201510,regular,8353.0,8377.0,8276.0,8332.0,97664.0,24410.0
2015-10-06,MTX,201510,regular,8439.0,8480.0,8365.0,8369.0,102485.0,24858.0
2015-10-07,MTX,201510,regular,8378.0,8498.0,8356.0,8494.0,97968.0,28327.0
2015-10-08,MTX,201510,regular,8535.0,8544.0,8422.0,8442.0,106394.0,25996.0
2015-10-12,MTX,201510,regular,8488.0,8580.0,8464.0,8554.0,92397.0,29794.0
2015-10-13,MTX,201510,regular,8563.0,8575.0,8511.0,8556.0,74315.0,29250.0
2015-10-14,MTX,201510,regular,8524.0,8554.0,8491.0,8520.0,75487.0,26652.0
2015-10-15,MTX,201510,regular,8559.0,8667.0,8556.0,8611.0,91960.0,26432.0
2015-10-16,MTX,201510,regular,8588.0,8626.0,8571.0,8609.0,69938.0,24998.0
2015-10-19,MTX,201510,regular,8629.0,8670.0,8589.0,8622.0,69167.0,21800.0
2015-10-20,MTX,201510,regular,8638.0,8663.0,8630.0,8660.0,43099.0,19785.0
2015-10-21,MTX,201510,regular,8690.0,8704.0,8592.0,8617.0,42969.0,7143.0
2015-10-22,MTX,201511,regular,8589.0,8633.0,8566.0,8596.0,72841.0,19838.0
2015-10-23,MTX,201511,regular,8742.0,8752.0,8669.0,8694.0,75676.0,20225.0
2015-10-26,MTX,201511,regular,8730.0,8766.0,8717.0,8734.0,55020.0,21368.0
2015-10-27,MTX,201511,regular,8721.0,8728.0,8655.0,8694.0,67314.0,22690.0
2015-10-28,MTX,201511,regular,8681.0,8710.0,8613.0,8638.0,78171.0,22229.0
2015-10-29,MTX,201511,regular,8680.0,8685.0,8545.0,8548.0,97275.0,23055.0
2015-10-30,MTX,201511,regular,8558.0,8599.0,8484.0,8570.0,106044.0,23634.0
2015-11-02,MTX,201511,regular,8533.0,8597.0,8502.0,8587.0,80481.0,24882.0
2015-11-03,MTX,201511,regular,8660.0,8740.0,8646.0,8722.0,78496.0,26632.0
2015-11-04,MTX,201511,regular,8764.0,8899.0,8751.0,8884.0,92385.0,26381.0
2015-11-05,MTX,201511,regular,8877.0,8898.0,8831.0,8873.0,64794.0,24211.0
2015-11-06,MTX,201511,regular,8853.0,8859.0,8650.0,8689.0,121564.0,24705.0
2015-11-09,MTX,201511,regular,8685.0,8747.0,8598.0,8627.0,115071.0,26914.0
2015-11-10,MTX,201511,regular,8580.0,8594.0,8512.0,8532.0,86571.0,29379.0
2015-11-11,MTX,201511,regular,8505.0,8549.0,8372.0,8377.0,112113.0,28329.0
2015-11-12,MTX,201511,regular,8399.0,8461.0,8354.0,8461.0,105233.0,26819.0
2015-11-13,MTX,201511,regular,8386.0,8475.0,8318.0,8356.0,123783.0,27653.0
2015-11-16,MTX,201511,regular,8250.0,8306.0,8212.0,8287.0,89065.0,26813.0
2015-11-17,MTX,201511,regular,8371.0,8490.0,8371.0,8439.0,87818.0,23220.0
2015-11-18,MTX,201511,regular,8437.0,8450.0,8325.0,8336.0,47530.0,5297.0
2015-11-19,MTX,201512,regular,8366.0,8460.0,8323.0,8450.0,110583.0,19805.0
2015-11-20,MTX,201512,regular,8435.0,8475.0,8397.0,8445.0,83766.0,19924.0
2015-11-23,MTX,201512,regular,8487.0,8510.0,8407.0,8480.0,92498.0,21189.0
2015-11-24,MTX,201512,regular,8461.0,8494.0,8363.0,8403.0,112123.0,22434.0
2015-11-25,MTX,201512,regular,8415.0,8420.0,8320.0,8387.0,99141.0,20819.0
2015-11-26,MTX,201512,regular,8405.0,8525.0,8405.0,8502.0,96355.0,21677.0
2015-11-27,MTX,201512,regular,8518.0,8534.0,8377.0,8391.0,97822.0,23617.0
2015-11-30,MTX,201512,regular,8321.0,8345.0,8203.0,8299.0,110523.0,25529.0
2015-12-01,MTX,201512,regular,8355.0,8463.0,8317.0,8459.0,109363.0,26510.0
2015-12-02,MTX,201512,regular,8429.0,8510.0,8415.0,8455.0,97960.0,21732.0
2015-12-03,MTX,201512,regular,8394.0,8490.0,8363.0,8474.0,106973.0,23212.0
2015-12-04,MTX,201512,regular,8365.0,8410.0,8325.0,8394.0,100842.0,21885.0
2015-12-07,MTX,201512,regular,8500.0,8550.0,8453.0,8468.0,98662.0,22617.0
2015-12-08,MTX,201512,regular,8440.0,8450.0,8319.0,8331.0,99691.0,25526.0
2015-12-09,MTX,201512,regular,8303.0,8329.0,8213.0,8221.0,110454.0,22789.0
2015-12-10,MTX,201512,regular,8183.0,8207.0,8101.0,8189.0,116741.0,21795.0
2015-12-11,MTX,201512,regular,8210.0,8220.0,8067.0,8068.0,109544.0,20593.0
2015-12-14,MTX,201512,regular,7963.0,8065.0,7948.0,8065.0,89118.0,17988.0
2015-12-15,MTX,201512,regular,8088.0,8137.0,8048.0,8066.0,79936.0,14426.0
2015-12-16,MTX,201512,regular,8177.0,8209.0,8112.0,8199.0,53044.0,6366.0
2015-12-17,MTX,201601,regular,8210.0,8303.0,8177.0,8282.0,102766.0,20850.0
2015-12-18,MTX,201601,regular,8240.0,8318.0,8207.0,8230.0,103466.0,20842.0
2015-12-21,MTX,201601,regular,8170.0,8284.0,8132.0,8283.0,99871.0,24161.0
2015-12-22,MTX,201601,regular,8255.0,8297.0,8221.0,8276.0,94466.0,23893.0
2015-12-23,MTX,201601,regular,8304.0,8346.0,8267.0,8286.0,99937.0,21783.0
2015-12-24,MTX,201601,regular,8345.0,8388.0,8293.0,8315.0,87639.0,22865.0
2015-12-25,MTX,201601,regular,8333.0,8378.0,8306.0,8377.0,55178.0,23563.0
2015-12-28,MTX,201601,regular,8374.0,8394.0,8350.0,8353.0,54658.0,23954.0
2015-12-29,MTX,201601,regular,8323.0,8346.0,8263.0,8288.0,82347.0,24479.0
2015-12-30,MTX,201601,regular,8318.0,8329.0,8226.0,8257.0,77316.0,23323.0
2015-12-31,MTX,201601,regular,8230.0,8300.0,8230.0,8272.0,74542.0,23242.0
2016-01-04,MTX,201601,regular,8261.0,8294.0,8036.0,8070.0,127412.0,24786.0
2016-01-05,MTX,201601,regular,8095.0,8130.0,8011.0,8025.0,111178.0,26093.0
2016-01-06,MTX,201601,regular,8038.0,8048.0,7901.0,7969.0,131458.0,23372.0
2016-01-07,MTX,201601,regular,7953.0,7971.0,7731.0,7802.0,162715.0,25430.0
2016-01-08,MTX,201601,regular,7755.0,7884.0,7734.0,7868.0,129558.0,26690.0
2016-01-11,MTX,201601,regular,7738.0,7793.0,7672.0,7741.0,121365.0,26805.0
2016-01-12,MTX,201601,regular,7792.0,7807.0,7680.0,7705.0,115687.0,29012.0
2016-01-13,MTX,201601,regular,7780.0,7849.0,7736.0,7809.0,121146.0,24575.0
2016-01-14,MTX,201601,regular,7648.0,7724.0,7607.0,7716.0,111411.0,24290.0
2016-01-15,MTX,201601,regular,7807.0,7810.0,7635.0,7665.0,113647.0,24119.0
2016-01-18,MTX,201601,regular,7503.0,7828.0,7503.0,7812.0,148637.0,21669.0
2016-01-19,MTX,201601,regular,7800.0,7869.0,7750.0,7869.0,100331.0,19789.0
2016-01-20,MTX,201601,regular,7797.0,7804.0,7673.0,7703.0,69655.0,7124.0
2016-01-21,MTX,201602,regular,7655.0,7707.0,7600.0,7616.0,149029.0,17244.0
2016-01-22,MTX,201602,regular,7726.0,7753.0,7641.0,7748.0,132002.0,18671.0
2016-01-25,MTX,201602,regular,7776.0,7881.0,7766.0,7835.0,100901.0,20391.0
2016-01-26,MTX,201602,regular,7781.0,7809.0,7745.0,7779.0,101948.0,20309.0
2016-01-27,MTX,201602,regular,7850.0,7860.0,7779.0,7837.0,96120.0,20282.0
2016-01-28,MTX,201602,regular,7801.0,7903.0,7793.0,7859.0,108472.0,20690.0
2016-01-29,MTX,201602,regular,7848.0,8074.0,7820.0,8053.0,154244.0,23954.0
2016-01-30,MTX,201602,regular,8100.0,8168.0,8090.0,8163.0,52834.0,24266.0
2016-02-01,MTX,201602,regular,8140.0,8150.0,8066.0,8126.0,103356.0,21594.0
2016-02-02,MTX,201602,regular,8082.0,8148.0,8062.0,8106.0,91173.0,21851.0
2016-02-03,MTX,201602,regular,8022.0,8085.0,7993.0,8034.0,100462.0,14681.0
2016-02-15,MTX,201602,regular,7925.0,8068.0,7906.0,8046.0,77751.0,14475.0
2016-02-16,MTX,201602,regular,8076.0,8232.0,8076.0,8207.0,82697.0,12977.0
2016-02-17,MTX,201602,regular,8230.0,8252.0,8192.0,8212.0,40511.0,5741.0
2016-02-18,MTX,201603,regular,8290.0,8332.0,8233.0,8285.0,91640.0,22934.0
2016-02-19,MTX,201603,regular,8275.0,8318.0,8253.0,8306.0,71432.0,25321.0
2016-02-22,MTX,201603,regular,8293.0,8404.0,8262.0,8299.0,98253.0,24361.0
2016-02-23,MTX,201603,regular,8325.0,8330.0,8271.0,8319.0,80381.0,26362.0
2016-02-24,MTX,201603,regular,8303.0,8382.0,8217.0,8246.0,107742.0,22891.0
2016-02-25,MTX,201603,regular,8285.0,8375.0,8272.0,8339.0,110204.0,26810.0
2016-02-26,MTX,201603,regular,8389.0,8416.0,8312.0,8391.0,101242.0,26574.0
2016-03-01,MTX,201603,regular,8363.0,8484.0,8360.0,8450.0,92276.0,28667.0
2016-03-02,MTX,201603,regular,8548.0,8575.0,8500.0,8520.0,80842.0,25579.0
2016-03-03,MTX,201603,regular,8527.0,8605.0,8516.0,8565.0,93764.0,27797.0
2016-03-04,MTX,201603,regular,8578.0,8618.0,8548.0,8605.0,87375.0,29435.0
2016-03-07,MTX,201603,regular,8605.0,8684.0,8572.0,8605.0,86522.0,29879.0
2016-03-08,MTX,201603,regular,8618.0,8620.0,8526.0,8615.0,91185.0,30291.0
2016-03-09,MTX,201603,regular,8609.0,8632.0,8556.0,8621.0,80337.0,26469.0
2016-03-10,MTX,201603,regular,8630.0,8675.0,8601.0,8641.0,82194.0,26435.0
2016-03-11,MTX,201603,regular,8620.0,8709.0,8608.0,8709.0,85105.0,27341.0
2016-03-14,MTX,201603,regular,8733.0,8778.0,8725.0,8741.0,62087.0,24440.0
2016-03-15,MTX,201603,regular,8737.0,8750.0,8578.0,8601.0,87353.0,17338.0
2016-03-16,MTX,201603,regular,8640.0,8705.0,8634.0,8691.0,36664.0,8662.0
2016-03-17,MTX,201604,regular,8745.0,8819.0,8681.0,8697.0,115424.0,23520.0
2016-03-18,MTX,201604,regular,8727.0,8778.0,8703.0,8767.0,85942.0,25320.0
2016-03-21,MTX,201604,regular,8800.0,8809.0,8690.0,8747.0,87546.0,25792.0
2016-03-22,MTX,201604,regular,8770.0,8775.0,8660.0,8753.0,103518.0,27664.0
2016-03-23,MTX,201604,regular,8765.0,8786.0,8699.0,8712.0,97928.0,25126.0
2016-03-24,MTX,201604,regular,8688.0,8750.0,8628.0,8713.0,111205.0,27401.0
